Student Name,College / University Name,Degree,Specialization,Graduation Year,Location,Skills,Certifications,Internship Experience,LinkedIn Profile URL
Rohan Sharma,Symbiosis International University,BBA,Finance,2025,"Mumbai, Maharashtra","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",NCFM Certification,None,https://www.linkedin.com/in/rohan-sharma-738
Siddharth Singh,Christ University,MBA,Management Consulting,2025,"Pune, Maharashtra","Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",None,Operations Consultant Intern at Flipkart (4 Months),https://www.linkedin.com/in/siddharth-singh-998
Kriti Sharma,IIM Calcutta,MBA,Management Consulting,2024,Delhi NCR,"Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",None,Operations Consultant Intern at KPMG (4 Months),https://www.linkedin.com/in/kriti-sharma-470
Pooja Nair,FMS Delhi,MBA,Marketing,2025,"Pune, Maharashtra","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",Product Management Certificate,Business Analyst Intern at Flipkart (3 Months),https://www.linkedin.com/in/pooja-nair-467
Vikram Reddy,IIM Ahmedabad,MBA,Operations & Supply Chain,2026,"Chennai, Tamil Nadu","Supply Chain Optimization, Lean Six Sigma, Logistics, Inventory Management",None,Marketing Intern at Amazon (5 Months),https://www.linkedin.com/in/vikram-reddy-843
Isha Sharma,FMS Delhi,MBA,Finance,2025,"Chennai, Tamil Nadu","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",CFA Level 1,Operations Consultant Intern at Deloitte (4 Months),https://www.linkedin.com/in/isha-sharma-790
Isha Chawla,IIM Calcutta,BBA,Finance,2024,"Chennai, Tamil Nadu","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",NCFM Certification,Marketing Intern at PwC (4 Months),https://www.linkedin.com/in/isha-chawla-854
Rohan Chawla,NMIMS Mumbai,BBA,General Management,2027,"Hyderabad, Telangana","Business Strategy, Leadership, Financial Accounting, Operations Management",Project Management Professional (PMP) Basics,None,https://www.linkedin.com/in/rohan-chawla-538
Ananya Nair,IIM Ahmedabad,MBA,Marketing,2025,"Hyderabad, Telangana","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",HubSpot Inbound Marketing,Operations Consultant Intern at Flipkart (4 Months),https://www.linkedin.com/in/ananya-nair-206
Sneha Das,IIM Bangalore,MBA,Business Analytics,2025,"Chennai, Tamil Nadu","Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",SQL Advanced Certificate,HR Generalist Intern at Amazon (6 Months),https://www.linkedin.com/in/sneha-das-937
Aarav Verma,XLRI Jamshedpur,MBA,Business Analytics,2026,"Chennai, Tamil Nadu","Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",None,None,https://www.linkedin.com/in/aarav-verma-952
Aarav Reddy,NMIMS Mumbai,MBA,Finance,2025,Delhi NCR,"Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",CFA Level 1,Financial Analyst Intern at PwC (6 Months),https://www.linkedin.com/in/aarav-reddy-761
Tanvi Gupta,SPJIMR Mumbai,MBA,Human Resources,2024,"Hyderabad, Telangana","Talent Acquisition, Employee Engagement, Labor Laws, Performance Management",Google Project Management Certificate,None,https://www.linkedin.com/in/tanvi-gupta-885
Rahul Chawla,FMS Delhi,MBA,Business Analytics,2025,"Pune, Maharashtra","Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",Google Data Analytics Professional,Financial Analyst Intern at Flipkart (2 Months),https://www.linkedin.com/in/rahul-chawla-254
Amit Singh,IIM Calcutta,BBA,Finance,2026,"Chennai, Tamil Nadu","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",None,HR Generalist Intern at HDFC Bank (6 Months),https://www.linkedin.com/in/amit-singh-137
Meera Gupta,Shaheed Sukhdev College of Business Studies,BBA,General Management,2024,"Hyderabad, Telangana","Business Strategy, Leadership, Financial Accounting, Operations Management",Certified ScrumMaster (CSM),Financial Analyst Intern at Flipkart (2 Months),https://www.linkedin.com/in/meera-gupta-935
Vikram Sharma,Symbiosis International University,BBA,Marketing,2024,"Mumbai, Maharashtra","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",Google Digital Marketing Certified,Operations Consultant Intern at Deloitte (6 Months),https://www.linkedin.com/in/vikram-sharma-682
Riya Sen,XLRI Jamshedpur,MBA,Marketing,2025,Delhi NCR,"Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",Google Digital Marketing Certified,HR Generalist Intern at Flipkart (4 Months),https://www.linkedin.com/in/riya-sen-646
Diya Gupta,Shaheed Sukhdev College of Business Studies,BBA,Finance,2024,Delhi NCR,"Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",Financial Modeling & Valuation Analyst (FMVA),Operations Consultant Intern at Flipkart (3 Months),https://www.linkedin.com/in/diya-gupta-381
Isha Singh,XLRI Jamshedpur,MBA,Management Consulting,2027,"Chennai, Tamil Nadu","Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",None,Business Analyst Intern at ICICI Bank (4 Months),https://www.linkedin.com/in/isha-singh-662
Kriti Reddy,IIM Ahmedabad,BBA,Marketing,2024,"Hyderabad, Telangana","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",HubSpot Inbound Marketing,HR Generalist Intern at EY (4 Months),https://www.linkedin.com/in/kriti-reddy-904
Vikram Joshi,FMS Delhi,BBA,General Management,2027,"Hyderabad, Telangana","Business Strategy, Leadership, Financial Accounting, Operations Management",Certified ScrumMaster (CSM),Marketing Intern at Reliance Industries (5 Months),https://www.linkedin.com/in/vikram-joshi-905
Vikram Reddy,NMIMS Mumbai,MBA,Management Consulting,2027,"Pune, Maharashtra","Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",None,Business Analyst Intern at Flipkart (4 Months),https://www.linkedin.com/in/vikram-reddy-215
Meera Verma,SPJIMR Mumbai,BBA,General Management,2027,Delhi NCR,"Business Strategy, Leadership, Financial Accounting, Operations Management",Project Management Professional (PMP) Basics,Financial Analyst Intern at Deloitte (5 Months),https://www.linkedin.com/in/meera-verma-708
Kriti Gupta,IIM Calcutta,MBA,Management Consulting,2026,"Bengaluru, Karnataka","Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",None,Marketing Intern at Deloitte (4 Months),https://www.linkedin.com/in/kriti-gupta-965
Siddharth Gupta,IIM Calcutta,BBA,Marketing,2024,Delhi NCR,"Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",None,None,https://www.linkedin.com/in/siddharth-gupta-573
Meera Verma,Christ University,BBA,Digital Marketing,2024,"Mumbai, Maharashtra","Social Media Marketing, Google Ads, Content Strategy, Copywriting",None,None,https://www.linkedin.com/in/meera-verma-886
Aarav Gupta,Shaheed Sukhdev College of Business Studies,MBA,Business Analytics,2026,"Bengaluru, Karnataka","Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",Microsoft Certified: Power BI Data Analyst,HR Generalist Intern at PwC (5 Months),https://www.linkedin.com/in/aarav-gupta-413
Gaurav Das,FMS Delhi,MBA,Business Analytics,2027,"Pune, Maharashtra","Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",Google Data Analytics Professional,Operations Consultant Intern at EY (5 Months),https://www.linkedin.com/in/gaurav-das-519
Isha Sen,Shaheed Sukhdev College of Business Studies,MBA,Business Analytics,2024,Delhi NCR,"Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",None,Business Analyst Intern at KPMG (5 Months),https://www.linkedin.com/in/isha-sen-579
Aditya Gupta,Symbiosis International University,MBA,Marketing,2024,"Bengaluru, Karnataka","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",None,Business Analyst Intern at HDFC Bank (4 Months),https://www.linkedin.com/in/aditya-gupta-296
Aarav Gupta,XLRI Jamshedpur,BBA,Finance,2026,"Mumbai, Maharashtra","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",CFA Level 1,Marketing Intern at PwC (4 Months),https://www.linkedin.com/in/aarav-gupta-611
Aditya Chawla,Delhi University,BBA,Data Analytics,2024,"Mumbai, Maharashtra","SQL, Excel, Tableau, Data Cleaning, Python",IBM Data Science Professional Certificate,Financial Analyst Intern at Amazon (4 Months),https://www.linkedin.com/in/aditya-chawla-513
Riya Mehta,IIM Calcutta,MBA,Human Resources,2027,"Hyderabad, Telangana","Talent Acquisition, Employee Engagement, Labor Laws, Performance Management",None,Business Analyst Intern at Amazon (6 Months),https://www.linkedin.com/in/riya-mehta-806
Ananya Verma,NMIMS Mumbai,BBA,Finance,2025,"Pune, Maharashtra","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",None,Marketing Intern at Reliance Industries (4 Months),https://www.linkedin.com/in/ananya-verma-691
Sneha Singh,NMIMS Mumbai,MBA,Human Resources,2024,"Pune, Maharashtra","Talent Acquisition, Employee Engagement, Labor Laws, Performance Management",Google Project Management Certificate,Business Analyst Intern at PwC (2 Months),https://www.linkedin.com/in/sneha-singh-596
Diya Sharma,Shaheed Sukhdev College of Business Studies,MBA,Marketing,2026,"Pune, Maharashtra","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",None,Marketing Intern at Deloitte (4 Months),https://www.linkedin.com/in/diya-sharma-450
Isha Nair,FMS Delhi,MBA,Business Analytics,2025,"Hyderabad, Telangana","Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",SQL Advanced Certificate,Marketing Intern at Amazon (6 Months),https://www.linkedin.com/in/isha-nair-894
Siddharth Das,SPJIMR Mumbai,BBA,Digital Marketing,2026,Delhi NCR,"Social Media Marketing, Google Ads, Content Strategy, Copywriting",None,Marketing Intern at Tata Consultancy Services (2 Months),https://www.linkedin.com/in/siddharth-das-713
Aarav Sen,Delhi University,MBA,Operations & Supply Chain,2025,"Bengaluru, Karnataka","Supply Chain Optimization, Lean Six Sigma, Logistics, Inventory Management",None,Marketing Intern at HDFC Bank (6 Months),https://www.linkedin.com/in/aarav-sen-681
Rohan Nair,SPJIMR Mumbai,MBA,Operations & Supply Chain,2024,"Chennai, Tamil Nadu","Supply Chain Optimization, Lean Six Sigma, Logistics, Inventory Management",None,Marketing Intern at HDFC Bank (3 Months),https://www.linkedin.com/in/rohan-nair-611
Pooja Sen,Christ University,MBA,Marketing,2026,"Mumbai, Maharashtra","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",Product Management Certificate,Marketing Intern at Flipkart (3 Months),https://www.linkedin.com/in/pooja-sen-697
Arjun Singh,Delhi University,MBA,Business Analytics,2025,"Hyderabad, Telangana","Python, SQL, Tableau, Power BI, Predictive Modeling, Machine Learning",None,Marketing Intern at KPMG (3 Months),https://www.linkedin.com/in/arjun-singh-707
Rahul Gupta,Symbiosis International University,BBA,General Management,2027,"Pune, Maharashtra","Business Strategy, Leadership, Financial Accounting, Operations Management",None,Financial Analyst Intern at HDFC Bank (2 Months),https://www.linkedin.com/in/rahul-gupta-172
Gaurav Patel,IIM Bangalore,MBA,Operations & Supply Chain,2024,"Bengaluru, Karnataka","Supply Chain Optimization, Lean Six Sigma, Logistics, Inventory Management",Google Project Management Certificate,Financial Analyst Intern at Amazon (2 Months),https://www.linkedin.com/in/gaurav-patel-687
Tanvi Reddy,Shaheed Sukhdev College of Business Studies,MBA,Marketing,2027,"Hyderabad, Telangana","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",None,Business Analyst Intern at Amazon (2 Months),https://www.linkedin.com/in/tanvi-reddy-811
Aditya Das,NMIMS Mumbai,MBA,Finance,2027,"Hyderabad, Telangana","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",Financial Modeling & Valuation Analyst (FMVA),HR Generalist Intern at HDFC Bank (3 Months),https://www.linkedin.com/in/aditya-das-432
Rahul Nair,Christ University,MBA,Marketing,2026,"Pune, Maharashtra","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",None,None,https://www.linkedin.com/in/rahul-nair-244
Pooja Joshi,IIM Bangalore,BBA,Digital Marketing,2025,"Pune, Maharashtra","Social Media Marketing, Google Ads, Content Strategy, Copywriting",None,Operations Consultant Intern at Amazon (6 Months),https://www.linkedin.com/in/pooja-joshi-216
Tanvi Mishra,SPJIMR Mumbai,BBA,Finance,2026,Delhi NCR,"Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",None,Financial Analyst Intern at KPMG (6 Months),https://www.linkedin.com/in/tanvi-mishra-243
Meera Gupta,Symbiosis International University,MBA,Management Consulting,2024,"Mumbai, Maharashtra","Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",Google Project Management Certificate,None,https://www.linkedin.com/in/meera-gupta-261
Riya Sen,NMIMS Mumbai,BBA,Data Analytics,2025,"Bengaluru, Karnataka","SQL, Excel, Tableau, Data Cleaning, Python",Google Data Analytics Professional,Financial Analyst Intern at Flipkart (5 Months),https://www.linkedin.com/in/riya-sen-153
Rohan Das,IIM Bangalore,BBA,Marketing,2027,"Mumbai, Maharashtra","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",Product Management Certificate,HR Generalist Intern at Amazon (2 Months),https://www.linkedin.com/in/rohan-das-941
Riya Verma,XLRI Jamshedpur,MBA,Operations & Supply Chain,2024,"Pune, Maharashtra","Supply Chain Optimization, Lean Six Sigma, Logistics, Inventory Management",None,Operations Consultant Intern at HDFC Bank (6 Months),https://www.linkedin.com/in/riya-verma-689
Rohan Chawla,IIM Calcutta,MBA,Marketing,2024,"Mumbai, Maharashtra","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",Google Digital Marketing Certified,Operations Consultant Intern at Amazon (5 Months),https://www.linkedin.com/in/rohan-chawla-319
Arjun Verma,Christ University,BBA,Data Analytics,2025,"Pune, Maharashtra","SQL, Excel, Tableau, Data Cleaning, Python",IBM Data Science Professional Certificate,Business Analyst Intern at KPMG (6 Months),https://www.linkedin.com/in/arjun-verma-605
Amit Mehta,NMIMS Mumbai,MBA,Operations & Supply Chain,2024,"Pune, Maharashtra","Supply Chain Optimization, Lean Six Sigma, Logistics, Inventory Management",None,Business Analyst Intern at PwC (2 Months),https://www.linkedin.com/in/amit-mehta-665
Gaurav Sharma,Christ University,MBA,Finance,2027,"Hyderabad, Telangana","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",None,None,https://www.linkedin.com/in/gaurav-sharma-383
Pooja Sen,IIM Calcutta,MBA,Management Consulting,2026,Delhi NCR,"Strategic Frameworks, Case Analysis, Market Entry, Operations Strategy",None,Business Analyst Intern at Flipkart (3 Months),https://www.linkedin.com/in/pooja-sen-271
Siddharth Verma,IIM Ahmedabad,MBA,Marketing,2024,"Pune, Maharashtra","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",Product Management Certificate,Marketing Intern at Deloitte (2 Months),https://www.linkedin.com/in/siddharth-verma-527
Riya Singh,IIM Calcutta,BBA,Digital Marketing,2026,"Pune, Maharashtra","Social Media Marketing, Google Ads, Content Strategy, Copywriting",None,None,https://www.linkedin.com/in/riya-singh-234
Tanvi Nair,XLRI Jamshedpur,BBA,Finance,2025,"Bengaluru, Karnataka","Financial Modeling, Valuation, Advanced Excel, Corporate Finance, Bloomberg Terminal",CFA Level 1,Business Analyst Intern at Flipkart (3 Months),https://www.linkedin.com/in/tanvi-nair-516
Aditya Mishra,Christ University,MBA,Marketing,2026,"Chennai, Tamil Nadu","Brand Management, Market Research, Digital Marketing, Google Analytics, SEO",HubSpot Inbound Marketing,Financial Analyst Intern at EY (2 Months),https://www.linkedin.com/in/aditya-mishra-663
Siddharth Kapoor,Delhi University,MBA,Human Resources,2027,Delhi NCR,"Talent Acquisition, Employee Engagement, Labor Laws, Performance Management",None,HR Generalist Intern at EY (2 Months),https://www.linkedin.com/in/siddharth-kapoor-540
